"genes"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"7926"	"GM2A"	0.672988147971754	4.84964037450261	11.761359194172	0.000604730512857579	0.0239794873884566
"16142"	"MND1"	1.3530792029715	0.505221382064226	11.7318095186605	0.00061440823850377	0.0241538138460508
"19894"	"SEPP1"	0.938498470460805	4.78297384777393	11.5572765138899	0.000674846300662428	0.0256291007297946
"5525"	"C1R"	1.90819620110754	4.47157902354624	11.5483674384653	0.000678087723390338	0.0256291007297946
"21502"	"BOLA-DMB"	0.708500615380132	7.94253619311109	11.4925608199719	0.000698752972224638	0.0261936906527925
"11212"	"MCFD2"	0.554055354263928	5.92209743755149	11.4147731401759	0.000728623933822985	0.0267340401799966
"16614"	"SGSM1"	1.12516503004141	2.31235423019167	11.4144366657989	0.000728755905781248	0.0267340401799966
"341"	"FAM162A"	0.663471275188878	6.32548288654846	11.3632515244558	0.000749115648405024	0.0272622458782942
"23909"	"RGS10"	0.589984818880232	6.23185192757384	11.3076401040815	0.000771888150620874	0.0276509280065754
"8668"	"BMP1"	1.2559503232021	0.417517635662694	11.2581851775577	0.000792726770399718	0.0281039051418195
"20510"	"LOC101905447"	0.664797488718938	5.25578661448206	11.2387695450615	0.00080106244906625	0.0281518161890329
"5666"	"LGALS1"	0.752246743500511	6.37463921376361	11.1927126178433	0.000821192058259386	0.0284841530809423
"926"	"SUMO3"	0.586216122383226	4.76145190395904	11.1453786162961	0.000842412773068898	0.029113106414371
"22594"	"SKA1"	1.09953021409276	0.914303885804966	11.1072201659164	0.000859922853479172	0.0294943942117198
"9444"	"SLC18B1"	0.721499210971381	4.71008828485961	11.1026498121994	0.000862044612164696	0.0294943942117198
"22059"	"LOC104975680"	1.07619922796699	2.85524934752086	11.0663423467575	0.000879089237747926	0.0297043072631426
"6795"	"USHBP1"	1.43980843128865	0.50017480102246	10.9212096983252	0.000950695103016388	0.0308357844288058
"21326"	"CCR5"	1.08950014774067	2.4639294121742	10.8254718585995	0.00100113177039516	0.0321319823745426
"3596"	"SHFM1"	0.647383961301468	6.43720393574357	10.7226205112086	0.0010583367989181	0.0333036258742116
"2028"	"AKR7A2"	0.745978044143328	4.92409347760695	10.6496617981821	0.00110091035512557	0.0339563204959102
"25542"	"XPNPEP2"	1.04718678456298	2.28433687370728	10.6489183835722	0.00110135296069097	0.0339563204959102
"19306"	"ITGB3"	0.686772028124737	5.65090342888891	10.6067729052188	0.00112674168246425	0.0342769310053426
"19545"	"GALK1"	0.743546780822459	4.67164763516103	10.5544908269778	0.00115906136778177	0.0348735130832585
"3916"	"HIBADH"	0.531612057453713	4.33684460129674	10.5211943340984	0.00118013189318503	0.0350463410703434
"16568"	"DYNLL1"	0.613723338433028	6.16063470888445	10.5118996419561	0.00118608261714968	0.0350732971945896
"5407"	"MANSC1"	1.17361371791785	1.57207982289735	10.4595270483355	0.00122018514314134	0.0357481514108594
"2422"	"S100A4"	0.864590620742537	7.75568068225939	10.3937393121487	0.00126443299672653	0.036445421670353
"21010"	"LOC101907965"	0.720845321506197	5.46475677597887	10.3396551691061	0.00130202333747271	0.0368324952373723
"18512"	"SPAG5"	1.0371371609346	2.4494458906764	10.3022449175917	0.00132868472616621	0.0372031723326539
"24663"	"NCOA4"	0.557368166311088	7.00013054651064	10.1717988612466	0.00142605073410652	0.038897447459128
"23887"	"SHTN1"	0.635846040810276	4.88678669499734	10.1307066848361	0.00145819490461022	0.0392283021397103
"21522"	"KIFC1"	0.695018855975626	3.99801743342412	10.096528689205	0.00148548881097186	0.0398064579815117
"14582"	"PRKCDBP"	1.03817339732875	2.11499167908657	9.96797010366114	0.00159287010000956	0.0413122453159378
"19092"	"TOP2A"	0.850301454611041	4.72243622482487	9.96197997296482	0.00159806098755535	0.0413686731118103
"2631"	"PTGFRN"	0.793739457959277	3.82899251748619	9.9311924261979	0.00162501228364173	0.0418295844869878
"21594"	"FGD2"	0.749821194285582	6.53345918571593	9.9200293837364	0.00163489771650746	0.0419267227485651
"1644"	"CYP27A1"	1.19327719603412	3.93929462592376	9.7348260617972	0.00180809124049147	0.0446394768233296
"5503"	"CLEC4E"	0.941835413802166	2.71615460839251	9.71386553794074	0.00182882937085655	0.0450476462623912
"10150"	"RNASE4"	0.940622359831009	5.89905125122845	9.65156920548971	0.00189189900325674	0.0457792845232494
"21227"	"TRAIP"	1.01932781917635	0.491431859750841	9.60952846841412	0.00193570339704045	0.0463986053107538
"21369"	"PLXND1"	0.701089929628416	3.72932458349317	9.60755539786721	0.00193778431800743	0.0463986053107538
"26614"	"TLR7"	0.705232989883872	5.51684805518361	9.55554468770894	0.00199346351964913	0.0470310474398413
"25773"	"CLIC2"	1.31646698545431	0.330644218763584	9.55408550271264	0.00199504880539269	0.0470310474398413
"22846"	"ZNF205"	1.28735077450958	1.081608072289	9.45107892885327	0.00211024930859071	0.0487417853768764
"4697"	"ACVRL1"	0.680745456005504	4.69725884809332	9.41366024396488	0.00215374868593431	0.0495795838439911
"6390"	"PF4"	1.32171049829086	6.18149700303309	9.40141772848554	0.00216817722715124	0.049786568246587
